iso_time,elapsed_s,mission_id,run_mode,event,hw_mode,lat,lng,yaw_deg,gps_fix,gps_ready,lidar_min_front_m,lidar_obstacle,pwm_l,pwm_r,enc_l,enc_r,wheel_speed_l_kph,wheel_speed_r_kph,wheel_speed_avg_kph,wp_idx,path_len,target_lat,target_lng,dist_to_target_m,battery_soc_pct,battery_voltage_v,battery_current_a,battery_temp_c,battery_status,follow_status,follow_debug
2026-06-19T14:44:37.106,0.107,mission_20260619_144437_auto,AUTO,MISSION_START,1,13.341757774353027,101.02139282226562,-114.39771142733052,4,True,-1.0,1,0,0,0,1,0.0,0.0,0.0,0,0,nan,nan,nan,93,37.0,0.0,0.0,0,SELECT OWNER FIRST,
2026-06-19T14:44:38.111,1.112,mission_20260619_144437_auto,AUTO,,1,13.341757774353027,101.02139282226562,-114.15956322153968,4,True,-1.0,1,0,0,24229,0,0.0,0.0,0.0,0,0,nan,nan,nan,93,-1.5,37.0,0.0,0,SELECT OWNER FIRST,
2026-06-19T14:44:38.254,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,SELECT OWNER FIRST,
2026-06-19T14:44:38.256,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,FOLLOW IDLE,
2026-06-19T14:44:39.114,2.115,mission_20260619_144437_auto,AUTO,,1,13.341757774353027,101.02139282226562,-113.91297290193471,4,True,-1.0,1,0,0,24229,0,0.0,0.0,0.0,0,0,nan,nan,nan,93,-1.5,37.0,0.0,0,SELECT OWNER FIRST,
2026-06-19T14:44:39.719,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,SELECT OWNER FIRST,
2026-06-19T14:44:39.726,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,FOLLOW IDLE,
2026-06-19T14:44:39.825,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,FOLLOW IDLE,
2026-06-19T14:44:40.116,3.116,mission_20260619_144437_auto,AUTO,,1,13.341756820678711,101.02139282226562,-113.67917552664517,4,True,-1.0,1,0,0,1,0,0.0,0.0,0.0,0,0,nan,nan,nan,93,26.200000762939453,-1.399999976158142,37.0,0,FOLLOW IDLE,
2026-06-19T14:44:40.123,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,FOLLOW IDLE,
2026-06-19T14:44:40.128,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,FOLLOW IDLE,
2026-06-19T14:44:40.130,,mission_20260619_144437_auto,AUTO,START_REQUEST,,,,,,,,,,,,,,,,,,,,,,,,,,FOLLOW IDLE,
2026-06-19T14:44:41.116,4.117,mission_20260619_144437_auto,AUTO,,1,13.341756820678711,101.02139282226562,-113.4608758505824,4,True,1.5570000410079956,1,0,0,19980,24,0.0,0.0,0.0,0,0,nan,nan,nan,93,26.200000762939453,-1.399999976158142,37.0,0,SELECT OWNER FIRST,
2026-06-19T14:44:42.121,5.121,mission_20260619_144437_auto,AUTO,,1,13.341756820678711,101.02139282226562,-113.2485252692867,4,True,-1.0,1,0,0,19980,24229,0.0,0.0,0.0,0,0,nan,nan,nan,93,2.0,-1.2999999523162842,37.0,0,SELECT OWNER FIRST,
2026-06-19T14:44:43.135,6.135,mission_20260619_144437_auto,AUTO,,1,13.341756820678711,101.02139282226562,-113.05224612310805,4,True,-1.0,1,0,0,24229,0,0.0,0.0,0.0,0,0,nan,nan,nan,93,-1.2999999523162842,37.0,0.0,0,SELECT OWNER FIRST,
2026-06-19T14:44:44.136,7.136,mission_20260619_144437_auto,AUTO,,1,13.341755867004395,101.02139282226562,-112.86085056218595,4,True,-1.0,1,0,0,19980,24229,0.0,0.0,0.0,0,0,nan,nan,nan,93,26.200000762939453,-1.2999999523162842,37.0,0,SELECT OWNER FIRST,
2026-06-19T14:44:45.140,8.141,mission_20260619_144437_auto,AUTO,,1,13.341755867004395,101.02139282226562,-112.68113462474457,4,True,-1.0,1,0,0,19980,24229,0.0,0.0,0.0,0,0,nan,nan,nan,93,26.200000762939453,-1.2999999523162842,37.0,0,SELECT OWNER FIRST,
